339 	FUNG Quince Tsz Huen 	2011 	Salle Paul Phoenix 	160806 	1 	1 	1 	0 	0 																																																																																	40 	1 								
339 	GAMBLE Marcus 	2003 		166385 	1 	1 	1 	0 	0 																																			24 	1 																																																						
339 	GARRARD Matthew 	2005 	Affondo 	162088 	1 	1 	1 	0 	0 																																							25 	1 																																																		
339 	GRAINGER Alex 	2006 	Portsmouth University Fencing Club 	164582 	1 	1 	1 	0 	0 											13 	1 																																																																														
339 	HONIG Thomas 	2007 	Orkney Fencing Club 	157306 	1 	1 	1 	0 	0 																											32 	1 																																																														
339 	HOPKINS Oliver 	1997 	Durham Phoenix 	160976 	1 	1 	1 	0 	0 																																																																			52 	1 																						
339 	HOUSTON Lewin 	2006 	Harrogate Fencing Club 	129277 	1 	1 	1 	0 	0 																																																																			57 	1 																						
339 	HUNTER Carl 	1988 	Chelmsford Fencing Club 	162505 	1 	1 	1 	0 	0 																																							24 	1 																																																		
339 	IMANKERDJO-LAMBERT JUSTIN 	2008 	Battersea Foil 	133158 	1 	1 	1 	0 	0 																																																																																	42 	1 								
339 	IRVINE Jamie 	2001 	Kingston Fencing Club 	158554 	1 	1 	1 	0 	0 																																																																									37 	1 																
339 	JENNINGS Sean 	1968 	Salle Boston 	30081 	1 	1 	1 	0 	0 			18 	1 																																																																																						
339 	JEPHCOTE Cory 	1996 	RAF Fencing Union 	157745 	1 	1 	1 	0 	0 																									41 	1 																																																																
339 	JONES Dylan 	1981 	Abergele Fencing Club 	148510 	1 	1 	1 	0 	0 																																																																													22 	1 												
339 	KLEPAJCZUK Piotr 	2011 	Harrogate Fencing Club 	159751 	1 	1 	1 	0 	0 																																																																			57 	1 																						
339 	LANKA Anand 	1966 	Preston Fencing Club 	167879 	1 	1 	1 	0 	0 					24 	1 																																																																																				
339 	LECORPS Angelique 	1978 	London Fencing Club 	164047 	1 	1 	1 	0 	0 			19 	1 																																																																																						
339 	LEUNG Ho Cheung 	2009 	Norfolk Fencing Club 	151279 	1 	1 	1 	0 	0 																																																																																									43 	1
339 	MARCH Dexter 	2008 	Shetland Fencing Club 	135225 	1 	1 	1 	0 	0 																											31 	1 																																																														
339 	MARSHALL-BURNELL Spyke 	2007 	Teesside Fencing Club 	153122 	1 	1 	1 	0 	0 					22 	1 																																																																																				
339 	MOUSSAOUI mohamed 	1992 	Preston Fencing Club 	151404 	1 	1 	1 	0 	0 					25 	1 																																																																																				
339 	NAYLOR Martyn 	1985 	Chelmsford Fencing Club 	151800 	1 	1 	1 	0 	0 																																																																																									45 	1
339 	NEMITSAS Lukas 	2002 	Cardiff University 	158889 	1 	1 	1 	0 	0 									83 	1 																																																																																
339 	NIPPRESS Thomas 	1993 	Crusaders Sword Club Hull 	120872 	1 	1 	1 	0 	0 																																																																			53 	1 																						
339 	OLIVER Paul 	1977 	Elgin Duellist Fencing Club 	165675 	1 	1 	1 	0 	0 																											34 	1 																																																														
339 	PEARSON Alexander 	2010 	Salle Holyrood 	141877 	1 	1 	1 	0 	0 																																									108 	1 																																																
339 	PITERBARG Maxim 	2006 	St Andrews University Fencing Club 	162775 	1 	1 	1 	0 	0 																																																																	36 	1 																								
339 	PRESCOTT Ryan 	1997 	Bridlington Blades F.C 	157708 	1 	1 	1 	0 	0 																																																																			59 	1 																						
339 	PUNNETT Nathan 	2011 	Ashton Tameside Fencing Club 	157201 	1 	1 	1 	0 	0 																																																																			54 	1 																						
339 	ROBINSON Archie 	2010 	St Benedicts 	161731 	1 	1 	1 	0 	0 																																	24 	1 																																																								
339 	ROVCANIN Filip 	2008 	Saxon Fencing Club 	152059 	1 	1 	1 	0 	0 																																													60 	1 																																												
339 	SAGE Richard 	1959 	The Lansdowne Fencing Club 	56267 	1 	1 	1 	0 	0 																																																																																									42 	1
339 	SANDHU Arun 	2010 	St Benedicts 	155832 	1 	1 	1 	0 	0 																																	21 	1 																																																								
339 	SANGOWAWA Babatunde 	1986 	Blackheath Fencing Club 	159745 	1 	1 	1 	0 	0 																																																																									41 	1 																
339 	SINNES Sven 	2007 		161672 	1 	1 	1 	0 	0 																																																																																	41 	1 								
339 	SMITH Ethan 	2009 	Cambridge Sword 	147136 	1 	1 	1 	0 	0 																																									112 	1 																																																
339 	SPEEDY Thomas 	2010 	Fighting Fit Fencing Club 	147547 	1 	1 	1 	0 	0 									90 	1 																																																																																
339 	STELMASZCZYK Wojtek 	1980 	Norfolk Fencing Club 	162116 	1 	1 	1 	0 	0 																																							26 	1 																																																		
339 	SUNG HIO CHENG NATHAN 	2012 	Cardiff Academy of Fencing 	157529 	1 	1 	1 	0 	0 									93 	1 																																																																																
339 	SWEETINGHAM Inigo 	2005 	Lancaster University Fencing Club 	150579 	1 	1 	1 	0 	0 					23 	1 																																																																																				
339 	TIMMINS Ross 	2004 	University Of Birmingham Fencing Club 	140312 	1 	1 	1 	0 	0 																																																													91 	1 																												
339 	TROWER Samuel 	2009 	Wickford Fencing Club 	145580 	1 	1 	1 	0 	0 																																																																																									48 	1
339 	TULLOCH Ronin 	2009 	Shetland Fencing Club 	154267 	1 	1 	1 	0 	0 																											36 	1 																																																														
339 	TURNER Richard 	1948 	Kendal Fencing Club 	161184 	1 	1 	1 	0 	0 																																																	14 	1 																																								
339 	VANDENBROUCKE Alexander 	1992 	Blackheath Fencing Club 	148229 	1 	1 	1 	0 	0 																																			23 	1 																																																						
339 	VICE Mark 	1975 	Swindon Fencing Club 	107901 	1 	1 	1 	0 	0 											12 	1 																																																																														
339 	VOGEL Vincent 	2010 	ZFW Fencing Club 	148319 	1 	1 	1 	0 	0 																																									105 	1 																																																
339 	WALDEN Dominic 	1970 	RAF Fencing Union 	104634 	1 	1 	1 	0 	0 																									42 	1 																																																																
339 	WATSON Ross 	1982 	Elgin Duellist Fencing Club 	166297 	1 	1 	1 	0 	0 																											35 	1 																																																														
339 	WILSON Ieuan 	2007 	Salisbury Fencing Club 	150187 	1 	1 	1 	0 	0 											11 	1 																																																																														
339 	WYLIE Harrison 	2011 	Shetland Fencing Club 	152934 	1 	1 	1 	0 	0 																											30 	1 																																																														
339 	YOUNG Austin Robert 	1996 	Ashburton Fencing Club 	116074 	1 	1 	1 	0 	0 																																																																																	45 	1 								
339 	YU Nathan 	2005 		164559 	1 	1 	1 	0 	0 																																																																																			38 	1 						
339 	ZGHAIBE Ali 	2005 	Cambridge University Fencing Club 	150108 	1 	1 	1 	0 	0 																																																																																									41 	1
